task_id,timestamp_us,total_run_time,total_io_wait_time,total_ready_wait_time,delta
F,257768995,128790604,0,128878278,50
F,258268995,129040594,0,129128288,50
B,258318995,129117712,0,129101170,50
F,258768995,129290584,0,129378298,50
F,259266995,129538574,0,129628308,50
B,259415995,129667690,0,129649192,50
F,259764995,129788564,0,129876318,50
F,260264995,130038554,0,130126328,50
B,260514995,130215668,0,130199214,50
F,260764995,130288544,0,130376338,50
F,261262995,130537534,0,130625348,50
B,261610995,130763646,0,130747236,50
F,261760995,130786524,0,130874358,50
F,262260995,131036514,0,131124368,50
B,262710995,131313624,0,131297258,50
F,262760995,131286504,0,131374378,50
F,263260995,131536494,0,131624388,50
F,263760995,131786484,0,131874398,50
B,263809995,131863602,0,131847280,49
F,264259995,132035474,0,132124408,50
F,264758995,132285464,0,132373418,50
B,264906995,132412580,0,132395302,49
F,265256995,132533454,0,132623428,50
F,265756995,132783444,0,132873438,50
B,266006995,132962558,0,132944324,50
F,266256995,133033434,0,133123448,50
F,266756995,133283424,0,133373458,50
B,267106995,133512536,0,133494346,50
F,267256995,133533414,0,133623468,50
F,267754995,133782404,0,133873478,50
B,268204995,134062514,0,134042368,50
F,268253995,134031394,0,134123488,49
